 Code, Item,Brand,Exp.,MRP ,,Discount Price,Discount Percent,Barcode,Manufactureer,Small Image,Large Image,Short Description,Long Description
I18163,PATANJALI BUTTER COOKIES TIN 400GM,Patanjali,42917.00,200.00,,,,8904110000000,,,,,
I14727,PATANJALI CHANA DAL 1KG,Patanjali,43800.00,138.00,,,,8904110000000,,,,,
I14432,PATANJALI CHANA DAL 35GM,Patanjali,43252.00,10.00,,,,7904160000000,,,,,
CL0363,PATANJALI CHANA DAL 500GM,Patanjali,43800.00,74.00,,,,8904110000000,,,,,
II3845,PATANJALI CHANA MASALA,Patanjali,43009.00,45.00,,,,8904110000000,,,,,
I05333,PATANJALI CHAT MASALA,Patanjali,43800.00,36.00,,,,8904110000000,,,,,
I05333,PATANJALI CHAT MASALA,Patanjali,43009.00,36.00,,,,8904110000000,,,,,
II8895,PATANJALI CHOCO DELITE BISCUIT,Patanjali,42856.00,10.00,,,,8902350000000,,,,,
I17768,PATANJALI CHOCO FLAKES 30GM,Patanjali,43282.00,10.00,,,,8904110000000,,,,,
I13942,PATANJALI CHOCOFLAKES 125GM,Patanjali,43313.00,55.00,,,,8904110000000,,,,,
269643.00,PATANJALI CHYAWANPRASH 1KG,Patanjali,43617.00,190.00,,,,8904110000000,,,,,
,PATANJALI CHYAWANPRASH  SAFFRON 1KG,Patanjali,,250.00,,,,8906020000000,,,,,
I18371,PATANJALI CLASSIC NOODLES FAMILY PACK,Patanjali,43040.00,38.00,,,,8904110000000,,,,,
I15749,PATANJALI COCONUT 200GM JAR,Patanjali,43101.00,62.00,,,,8904110000000,,,,,
III467,PATANJALI COCONUT HAIR WASH 150ML,Patanjali,43617.00,95.00,,,,8904110000000,,,,,
I05140,PATANJALI COCONUT OIL 200ML,Patanjali,43101.00,65.00,,,,8904110000000,,,,,
I02126,PATANJALI CORIANDER POWDER,Patanjali,43009.00,30.00,,,,8904110000000,,,,,
I16441,PATANJALI CORIENDER POWDER 500GM,Patanjali,42856.00,115.00,,,,8904110000000,,,,,
II9595,PATANJALI CORN FLAKES MIX 250GM,Patanjali,42736.00,85.00,,,,8904110000000,,,,,
II9595,PATANJALI CORN FLAKES MIX 250GM,Patanjali,42948.00,85.00,,,,8904110000000,,,,,
I15020,PATANJALI CORN FLAKES MIX 500GM,Patanjali,43800.00,145.00,,,,8904110000000,,,,,
I15020,PATANJALI CORN FLAKES MIX 500GM,Patanjali,43800.00,145.00,,,,8904110000000,,,,,
I06864,PATANJALI COW'S GHEE 1KG,Patanjali,42979.00,530.00,,,,8904110000000,,,,,
I14485,PATANJALI COW'S GHEE 200GM,Patanjali,43435.00,125.00,,,,8904110000000,,,,,
III471,PATANJALI COW'S GHEE 500GM,Patanjali,43009.00,270.00,,,,8904110000000,,,,,
I01324,PATANJALI CRACK HEEL CREAM,Patanjali,43374.00,60.00,,,,8904110000000,,,,,
I14102,PATANJALI CURVY BRUSH,Patanjali,44531.00,15.00,,,,8904110000000,,,,,
I14102,PATANJALI CURVY BRUSH,Patanjali,45992.00,15.00,,,,8904110000000,,,,,
I14102,PATANJALI CURVY BRUSH,Patanjali,43191.00,15.00,,,,8904110000000,,,,,
132770.00,PATANJALI DAIRY WHITENER 200GMS,Patanjali,43009.00,65.00,,,,8904110000000,,,,,
I14155,PATANJALI DANT KANTHI MEDICATED GEL 100G,Patanjali,43191.00,45.00,,,,8904110000000,,,,,
I14099,PATANJALI DANT KANTI ADVANCE 100GM,Patanjali,43313.00,90.00,,,,8904110000000,,,,,
I14099,PATANJALI DANT KANTI ADVANCE 50GM,Patanjali,43405.00,50.00,,,,8904110000000,,,,,
I07454,PATANJALI DANT KANTI JUNIOR PASTE 100GM,Patanjali,43160.00,35.00,,,,8904110000000,,,,,
I01327,PATANJALI DANT KANTI PASTE 100GMS,Patanjali,43282.00,40.00,,,,8904110000000,,,,,
I04437,PATANJALI DANT KANTI PASTE 200GM,Patanjali,43862.00,75.00,,,,8904110000000,,,,,
I14601,PATANJALI DANT KANTI PASTE 25GM,Patanjali,43405.00,10.00,,,,8904110000000,,,,,
II8892,PATANJALI DETERGENT CAKE ANTI BACTERIA,Patanjali,43739.00,16.00,,,,8904110000000,,,,,
I14105,PATANJALI DETERGENT CAKE ANTI BACTERIA.,Patanjali,43617.00,8.00,,,,8904110000000,,,,,
II8893,PATANJALI DETERGENT POWDER 2KG,Patanjali,43770.00,128.00,,,,8904110000000,,,,,
I16869,PATANJALI DHANSHREE BASMASTI RICE 5KG,Patanjali,43405.00,490.00,,,,8904110000000,,,,,
I16999,PATANJALI DIGESTIVE WHOLE WHEAT BISCUT,Patanjali,42917.00,50.00,,,,8902350000000,,,,,
I16999,PATANJALI DIGESTIVE WHOLE WHEAT BISCUT,Patanjali,43435.00,50.00,,,,8902350000000,,,,,
I02237,PATANJALI DITERGENT POWDER 1KG,Patanjali,43770.00,65.00,,,,8904110000000,,,,,
I02236,PATANJALI DITERGENT POWDER. 500GM,Patanjali,43739.00,33.00,,,,8904110000000,,,,,
I17860,PATANJALI DIVYA COUGH DROPS HONEY JAR,Patanjali,43374.00,1.00,,,,8904050000000,,,,,
I17861,PATANJALI DIVYA COUGH DROPS MINT JAR,Patanjali,43374.00,1.00,,,,8904050000000,,,,,
I17862,PATANJALI DIVYA COUGH DROPS ORANGE JAR,Patanjali,43374.00,1.00,,,,8904050000000,,,,,
I14086,PATANJALI DOODH BISCUIT 100GM,Patanjali,42917.00,10.00,,,,8902350000000,,,,,
I16316,PATANJALI DOODH BISCUT,Patanjali,42948.00,5.00,,,,8902350000000,,,,,
I01442,PATANJALI DRISHTI EYE DROP,Patanjali,43040.00,25.00,,,,8904110000000,,,,,
I18470,PATANJALI DUBAR BASMATI RICE,Patanjali,43800.00,355.00,,,,8904110000000,,,,,
II8897,PATANJALI ELAICHI DELITE BISCUIT,Patanjali,42948.00,10.00,,,,8902350000000,,,,,
II8897,PATANJALI ELAICHI DELITE BISCUIT,Patanjali,43221.00,10.00,,,,8902350000000,,,,,
I14510,PATANJALI ENERGY BAR CHOCO CHIP,Patanjali,42917.00,30.00,,,,8904110000000,,,,,
I16720,PATANJALI ENERGY BAR CHOCO CHIP RS.15,Patanjali,43800.00,15.00,,,,8904110000000,,,,,
I16721,PATANJALI ENERGY BAR ORNAGE FEEL RS.15,Patanjali,43800.00,15.00,,,,8904110000000,,,,,
I16722,PATANJALI ENERGY BAR STRAWBERY RS.15,Patanjali,43800.00,15.00,,,,8904110000000,,,,,
,PATANJALI BEL MURABBA 1 KG,Patanjali,,110.00,,,,8904110000000,,,,,
,PATANJALI HARAD  MURABBA 1 KG,Patanjali,,150.00,,,,8904110000000,,,,,
,PATANJALI AMLA MURABBA 1 KG,Patanjali,,120.00,,,,8904110000000,,,,,
I05138,PATANJALI GAJAR MURABBA 1 KG,Patanjali,43800.00,125.00,,,,8904110000000,,,,,
I14503,PATANJALI GAZAR MURABBA 1KG,Patanjali,43800.00,115.00,,,,8904110000000,,,,,
III463,PATANJALI GILOY AMLA JUICE 500ML,Patanjali,43739.00,80.00,,,,8904110000000,,,,,
I01398,PATANJALI GILOY GHANVATI,Patanjali,43800.00,90.00,,,,8904110000000,,,,,
339112.00,PATANJALI GONYLE FLOOR CLEANER 1LTR,Patanjali,43739.00,50.00,,,,8908000000000,,,,,
339112.00,PATANJALI GONYLE FLOOR CLEANER 1LTR,Patanjali,43009.00,48.00,,,,8908000000000,,,,,
I14608,PATANJALI GUAVA JAM 500GM,Patanjali,43191.00,150.00,,,,8904110000000,,,,,
I14462,PATANJALI GUAVA JUICE 65ML,Patanjali,43497.00,5.00,,,,8904110000000,,,,,
I01332,PATANJALI GULABJAL 120ML,Patanjali,43009.00,30.00,,,,8904050000000,,,,,
,PATANJALI GULAB SARBATTA 650 ML,Patanjali,,100.00,,,,8904110000000,,,,,
I01336,PATANJALI GULKAND 400GM,Patanjali,43770.00,55.00,,,,8904050000000,,,,,
I14470,PATANJALI HAIR CONDITI COLOUR PROTECTION,Patanjali,43374.00,60.00,,,,8904110000000,,,,,
I14470,PATANJALI HAIR CONDITI COLOUR PROTECTION,Patanjali,43344.00,60.00,,,,8904110000000,,,,,
I14824,PATANJALI HAIR CONDITIONER ALMOND 100GM,Patanjali,43435.00,60.00,,,,8904110000000,,,,,
I14824,PATANJALI HAIR CONDITIONER ALMOND 100GM,Patanjali,43405.00,60.00,,,,8904110000000,,,,,
II8884,PATANJALI HAIR CONDITIONER DAMAGE CONT,Patanjali,43374.00,60.00,,,,8904110000000,,,,,
II8883,PATANJALI HAIR CONDITIONER PROTEIN,Patanjali,43405.00,60.00,,,,8904110000000,,,,,
I14152,PATANJALI HALDI CHANDAN SOAP 150GM,Patanjali,43040.00,25.00,,,,8904110000000,,,,,
II8870,PATANJALI HERBAL KAJAL 3GM,Patanjali,43374.00,90.00,,,,8904110000000,,,,,
II8880,PATANJALI HERBAL LEMON  & ALO FACE  FOAM,Patanjali,43374.00,60.00,,,,8904110000000,,,,,
I04163,PATANJALI HERBAL MEHANDI 100GM,Patanjali,44896.00,35.00,,,,8904110000000,,,,,
I18624,PATANJALI HERBAL POWERVITA 200GM,Patanjali,43435.00,80.00,,,,8904110000000,,,,,
II8866,PATANJALI HERBAL SHAVE GEL 50GM,Patanjali,43282.00,40.00,,,,8904110000000,,,,,
I14823,PATANJALI HERBAL SUHAG TEEKA,Patanjali,43252.00,75.00,,,,8904110000000,,,,,
II8869,PATANJALI HONEY 1KG,Patanjali,43800.00,260.00,,,,8904110000000,,,,,
II8869,PATANJALI HONEY 1KG,Patanjali,43101.00,260.00,,,,8904110000000,,,,,
I15140,PATANJALI HONEY ORANGE FACE WASH,Patanjali,43344.00,45.00,,,,8904110000000,,,,,
II8872,PATANJALI JAMUN VINEGAR 500ML,Patanjali,42917.00,65.00,,,,8904110000000,,,,,
I14085,PATANJALI JEERA BITES 65GM BUSCUIT,Patanjali,42887.00,10.00,,,,8902350000000,,,,,
I14085,PATANJALI JEERA BITES 65GM BUSCUIT,Patanjali,42856.00,10.00,,,,8902350000000,,,,,
I14820,PATANJALI JHATPAT ATTA NOODLES 60GM,Patanjali,43800.00,10.00,,,,8904110000000,,,,,
I14820,PATANJALI JHATPAT ATTA NOODLES 70GM,Patanjali,44896.00,15.00,,,,8904110000000,,,,,
II8896,PATANJALI JUNIOR BRUSH,Patanjali,46357.00,15.00,,,,8904110000000,,,,,
I15801,PATANJALI KABULI CHANA 1KG,Patanjali,43800.00,162.00,,,,8904110000000,,,,,
I15801,PATANJALI KABULI CHANA 1KG,Patanjali,42856.00,162.00,,,,8904110000000,,,,,
I16717,PATANJALI KABULI CHANA 500GM,Patanjali,42856.00,84.00,,,,8904110000000,,,,,
I16717,PATANJALI KABULI CHANA 500GM,Patanjali,43800.00,74.00,,,,8904110000000,,,,,
I15799,PATANJALI KALA CHANA 1KG,Patanjali,42767.00,134.00,,,,8904110000000,,,,,
141310.00,PATANJALI KALA CHANNA 500GM,Patanjali,42856.00,68.00,,,,8904110000000,,,,,
II9592,PATANJALI KALI MIRCH PAPAD,Patanjali,43800.00,50.00,,,,8904110000000,,,,,
I05672,PATANJALI KANTI ALOEVERA SOAP 75GM,Patanjali,43344.00,13.00,,,,8904110000000,,,,,
I05671,PATANJALI KANTI NEEM SOAP 75GM,Patanjali,43435.00,15.00,,,,8904110000000,,,,,
I07465,PATANJALI KANTI ROSE SOAP 75GM,Patanjali,43282.00,19.00,,,,8904110000000,,,,,
I14098,PATANJALI KESAR 1GM,Patanjali,44896.00,285.00,,,,8904110000000,,,,,
I14434,PATANJALI KESH KANTHI ALOEVERA SHAMPOO,Patanjali,43344.00,75.00,,,,8904110000000,,,,,
I15408,PATANJALI KESH KANTHI OIL 300ML,Patanjali,43282.00,250.00,,,,8904110000000,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,43466.00,130.00,,,,8904110000000,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,43709.00,130.00,,,,8904110000000,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,43344.00,130.00,,,,8904110000000,,,,,
I07463,PATANJALI KESH KANTI  ANTI DANDRUF SHAMPOO,Patanjali,43344.00,110.00,,,,8904110000000,,,,,
I17098,PATANJALI KESH KANTI ANTI DANDRUFF SHAMP,Patanjali,43435.00,3.00,,,,8904110000000,,,,,
I17098,PATANJALI KESH KANTI ANTI DANDRUFF SHAMP,Patanjali,43800.00,2.00,,,,8904110000000,,,,,
,PATANJALI KESH KANTI ANTI MILK PROTIN,Patanjali,,3.00,,,,8904110000000,,,,,
I14091,PATANJALI KESH KANTI MILK PROTIEN SHAMPO,Patanjali,43374.00,95.00,,,,8904110000000,,,,,
I14091,PATANJALI KESH KANTI MILK PROTIEN SHAMPO,Patanjali,43405.00,95.00,,,,8904110000000,,,,,
I01351,PATANJALI KESH KANTI NATURAL  SHAMPOO,Patanjali,43344.00,75.00,,,,8904110000000,,,,,
I01351,PATANJALI KESH KANTI NATURAL  SHAMPOO,Patanjali,43405.00,75.00,,,,8904110000000,,,,,
I07466,PATANJALI KESH KANTI REETHA SHAMPOO,Patanjali,43221.00,85.00,,,,8904110000000,,,,,
I07466,PATANJALI KESH KANTI REETHA SHAMPOO,Patanjali,43252.00,85.00,,,,8904110000000,,,,,
III466,PATANJALI KESH KANTI SHIKAKAI SHAMPOO,Patanjali,43374.00,95.00,,,,8904110000000,,,,,
III466,PATANJALI KESH KANTI SHIKAKAI SHAMPOO,Patanjali,43374.00,95.00,,,,8904110000000,,,,,
II8882,PATANJALI KHATTI MEETHI CHUTNEY,Patanjali,42887.00,55.00,,,,8904110000000,,,,,
I01348,PATANJALI KHUS SHARBAT 750ML,Patanjali,42856.00,100.00,,,,8904110000000,,,,,
72985.00,PATANJALI LAUKI AMLA JUICE 1ML,Patanjali,42917.00,90.00,,,,8904110000000,,,,,
72985.00,PATANJALI LAUKI AMLA JUICE 1ML,Patanjali,43800.00,90.00,,,,8904110000000,,,,,
II8878,PATANJALI LEMON BODY CLEANSER,Patanjali,43405.00,45.00,,,,8904110000000,,,,,
II8878,PATANJALI LEMON BODY CLEANSER,Patanjali,43282.00,45.00,,,,8904110000000,,,,,
FIA005,PATANJALI LEMON HONEY FACE WASH 60GM,Patanjali,43435.00,45.00,,,,8904110000000,,,,,
FIA005,PATANJALI LEMON HONEY FACE WASH 60GM,Patanjali,43344.00,45.00,,,,8904110000000,,,,,
II8885,PATANJALI LEMON HONEY KANTI SOAP,Patanjali,43466.00,19.00,,,,8904110000000,,,,,
II8885,PATANJALI LEMON HONEY KANTI SOAP,Patanjali,43313.00,19.00,,,,8904110000000,,,,,
I14145,PATANJALI LEMON SQUASH 750ML,Patanjali,43800.00,75.00,,,,8904110000000,,,,,
I14145,PATANJALI LEMON SQUASH 750ML,Patanjali,42887.00,75.00,,,,8904110000000,,,,,
I14104,PATANJALI LIP BALM,Patanjali,43466.00,25.00,,,,8904110000000,,,,,
I14463,PATANJALI LITCHI JUICE 65ML,Patanjali,43800.00,5.00,,,,8904110000000,,,,,
II8875,PATANJALI LITCHI PURE HONEY 500GM,Patanjali,44896.00,155.00,,,,8904110000000,,,,,
137221.00,PATANJALI MALKA MASUR DAL 500GM,Patanjali,42856.00,54.00,,,,8904110000000,,,,,
I14089,PATANJALI MANGO JUICE 1LTR,Patanjali,42826.00,85.00,,,,8904110000000,,,,,
,PATANJALI MANGO PANNA 650 ML,Patanjali,,80.00,,,,8904110000000,,,,,
I14089,PATANJALI MANGO JUICE 1LTR,Patanjali,42736.00,50.00,,,,8904110000000,,,,,
I06116,PATANJALI MARIE BISCUITS 120GM,Patanjali,43800.00,12.00,,,,8902350000000,,,,,
I14084,PATANJALI MARIE BISCUITS 300GM,Patanjali,42887.00,30.00,,,,8902350000000,,,,,
I18205,PATANJALI MASALA OATS,Patanjali,43435.00,15.00,,,,8904110000000,,,,,
I15725,PATANJALI MASALA OATS 200GM,Patanjali,43009.00,59.00,,,,8904110000000,,,,,
I15725,PATANJALI MASALA OATS 200GM,Patanjali,43800.00,59.00,,,,8904110000000,,,,,
I18124,PATANJALI MASALA OATS 400GM,Patanjali,43009.00,110.00,,,,8904110000000,,,,,
I18559,PATANJALI METHI ATTA  1KG,Patanjali,42887.00,90.00,,,,8904110000000,,,,,
,PATANJALI WHOLE WHEAT ATTA  2KG,Patanjali,,80.00,,,,8904110000000,,,,,
,PATANJALI WHOLE WHEAT ATTA  5KG,Patanjali,,180.00,,,,8904110000000,,,,,
,PATANJALI WHOLE WHEAT ATTA  10 KG,Patanjali,,330.00,,,,8904110000000,,,,,
I01378,PATANJALI MINT TULSI SOAP,Patanjali,43191.00,24.00,,,,8904110000000,,,,,
I01378,PATANJALI MINT TULSI SOAP,Patanjali,43191.00,24.00,,,,8904110000000,,,,,
I16572,PATANJALI MISSI ATTA 1KG,Patanjali,42887.00,65.00,,,,8904110000000,,,,,
I16572,PATANJALI SHARBATI ATTA 1KG,Patanjali,43800.00,45.00,,,,8904110000000,,,,,
PO0104,PATANJALI MIX DAL 1KG,Patanjali,42856.00,130.00,,,,8904110000000,,,,,
PO191,PATANJALI MIX DAL 500GM,Patanjali,42856.00,66.00,,,,8904110000000,,,,,
PO191,PATANJALI MIX DAL 500GM,Patanjali,42767.00,66.00,,,,8904110000000,,,,,
LI318,PATANJALI MIX FRUIT JUICE 1000ML,Patanjali,42856.00,85.00,,,,8904110000000,,,,,
I02673,PATANJALI MIXED FRUIT JAM,Patanjali,43070.00,70.00,,,,8904110000000,,,,,
I02673,PATANJALI MIXED FRUIT JAM,Patanjali,43617.00,70.00,,,,8904110000000,,,,,
I01384,PATANJALI MOGRA SOAP,Patanjali,43282.00,25.00,,,,8904110000000,,,,,
I14100,PATANJALI MOISTURIZER 50GM,Patanjali,43466.00,75.00,,,,8904110000000,,,,,
I14100,PATANJALI MOISTURIZER 50GM,Patanjali,43374.00,75.00,,,,8904110000000,,,,,
53210.00,PATANJALI MOONG DAL CHILKA,Patanjali,42856.00,90.00,,,,8904110000000,,,,,
I14726,PATANJALI MOONG DAL CHILKA 500GM,Patanjali,43800.00,50.00,,,,8904110000000,,,,,
