 Code, Item,Brand,Exp.,MRP ,,Discount Price,Discount Percent,Barcode,Manufactureer,Small Image,Large Image,Short Description,Long Description
II9592,PATANJALI KALI MIRCH PAPAD,Patanjali,Dec-19,50,,,,8.90411E+12,,,,,
I05672,PATANJALI KANTI ALOEVERA SOAP 75GM,Patanjali,Sep-18,13,,,,8.90411E+12,,,,,
I05671,PATANJALI KANTI NEEM SOAP 75GM,Patanjali,Dec-18,15,,,,8.90411E+12,,,,,
I07465,PATANJALI KANTI ROSE SOAP 75GM,Patanjali,Jul-18,19,,,,8.90411E+12,,,,,
I14098,PATANJALI KESAR 1GM,Patanjali,Dec-22,285,,,,8.90411E+12,,,,,
I14434,PATANJALI KESH KANTHI ALOEVERA SHAMPOO,Patanjali,Sep-18,75,,,,8.90411E+12,,,,,
I15408,PATANJALI KESH KANTHI OIL 300ML,Patanjali,Jul-18,250,,,,8.90411E+12,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,Jan-19,130,,,,8.90411E+12,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,Sep-19,130,,,,8.90411E+12,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,Sep-18,130,,,,8.90411E+12,,,,,
I07463,PATANJALI KESH KANTI  ANTI DANDRUF SHAMPOO,Patanjali,Sep-18,110,,,,8.90411E+12,,,,,
I17098,PATANJALI KESH KANTI ANTI DANDRUFF SHAMP,Patanjali,Dec-18,3,,,,8.90411E+12,,,,,
I17098,PATANJALI KESH KANTI ANTI DANDRUFF SHAMP,Patanjali,Dec-19,2,,,,8.90411E+12,,,,,
I23456,PATANJALI KESH KANTI ANTI MILK PROTIN,Patanjali,,3,,,,8.90411E+12,,,,,
I17099,PATANJALI KESH KANTI MILK PROTIEN SHAMPO,Patanjali,Oct-18,95,,,,8.90411E+12,,,,,
I14091,PATANJALI KESH KANTI MILK PROTIEN SHAMPO,Patanjali,Nov-18,95,,,,8.90411E+12,,,,,
I01351,PATANJALI KESH KANTI NATURAL  SHAMPOO,Patanjali,Sep-18,75,,,,8.90411E+12,,,,,
I01351,PATANJALI KESH KANTI NATURAL  SHAMPOO,Patanjali,Nov-18,75,,,,8.90411E+12,,,,,
I07466,PATANJALI KESH KANTI REETHA SHAMPOO,Patanjali,May-18,85,,,,8.90411E+12,,,,,
I07466,PATANJALI KESH KANTI REETHA SHAMPOO,Patanjali,Jun-18,85,,,,8.90411E+12,,,,,
III466,PATANJALI KESH KANTI SHIKAKAI SHAMPOO,Patanjali,Oct-18,95,,,,8.90411E+12,,,,,
III466,PATANJALI KESH KANTI SHIKAKAI SHAMPOO,Patanjali,Oct-18,95,,,,8.90411E+12,,,,,
II8882,PATANJALI KHATTI MEETHI CHUTNEY,Patanjali,Jun-17,55,,,,8.90411E+12,,,,,
I01348,PATANJALI KHUS SHARBAT 750ML,Patanjali,May-17,100,,,,8.90411E+12,,,,,
72985,PATANJALI LAUKI AMLA JUICE 1ML,Patanjali,Jul-17,90,,,,8.90411E+12,,,,,
72985,PATANJALI LAUKI AMLA JUICE 1ML,Patanjali,Dec-19,90,,,,8.90411E+12,,,,,
II8878,PATANJALI LEMON BODY CLEANSER,Patanjali,Nov-18,45,,,,8.90411E+12,,,,,
II8878,PATANJALI LEMON BODY CLEANSER,Patanjali,Jul-18,45,,,,8.90411E+12,,,,,
FIA005,PATANJALI LEMON HONEY FACE WASH 60GM,Patanjali,Dec-18,45,,,,8.90411E+12,,,,,
FIA005,PATANJALI LEMON HONEY FACE WASH 60GM,Patanjali,Sep-18,45,,,,8.90411E+12,,,,,
