 Code, Item,Brand,Exp.,MRP ,,Discount Price,Discount Percent,Barcode,Manufactureer,Small Image,Large Image,Short Description,Long Description
I14821,PATANJALI MUESLI FRUIT & NUT 200GM,Patanjali,09-17,90.00,,,,8904110000000,,,,,
I14821,PATANJALI MUESLI FRUIT & NUT 200GM,Patanjali,06-17,90.00,,,,8904110000000,,,,,
I14505,PATANJALI MULTANI MITTI FACE PACK 60ML,Patanjali,03-18,60.00,,,,8904110000000,,,,,
I14505,PATANJALI MULTANI MITTI FACE PACK 60ML,Patanjali,03-18,60.00,,,,8904110000000,,,,,
I01374,PATANJALI MULTANI MITTI SOAP 75GM,Patanjali,11-18,35.00,,,,8904110000000,,,,,
I14146,PATANJALI MULTIFLORA HONEY 250GM,Patanjali,12-19,75.00,,,,8904110000000,,,,,
III462,PATANJALI MUSLEI FRUIT & NUT,Patanjali,12-19,195.00,,,,8904110000000,,,,,
I17097,PATANJALI MUSTARD OIL SACHET,Patanjali,05-17,130.00,,,,8904110000000,,,,,
I17097,PATANJALI MUSTARD OIL SACHET,Patanjali,03-18,130.00,,,,8904110000000,,,,,
I17099,PATANJALI MUSTERD OIL POUCH 1LTR,Patanjali,05-17,130.00,,,,8904110000000,,,,,
I17806,PATANJALI NAMKEEN BISCUIT 125GM,Patanjali,12-19,15.00,,,,8902350000000,,,,,
I17109,PATANJALI NAMKEEN BISCUITS 80GM,Patanjali,07-17,10.00,,,,8902350000000,,,,,
I06117,PATANJALI NAMKEEN BISCUTITS 40GM,Patanjali,08-17,5.00,,,,8902350000000,,,,,
I06117,PATANJALI NAMKEEN BISCUTITS 125GM,Patanjali,12-19,15.00,,,,8902350000000,,,,,
I18206,PATANJALI NAMKEEN MOONG DAL,Patanjali,12-17,10.00,,,,8904110000000,,,,,
I14433,PATANJALI NAMKEEN MOONG DAL 200GM,Patanjali,12-19,52.00,,,,8904110000000,,,,,
II8898,PATANJALI NAT KHAT BISCUIT 40GM,Patanjali,12-19,5.00,,,,8902350000000,,,,,
II8900,PATANJALI NAT KHAT BISCUIT 80GM,Patanjali,10-18,10.00,,,,8902350000000,,,,,
II8865,PATANJALI NEEM & TULSI FACE WASH,Patanjali,06-18,45.00,,,,8904110000000,,,,,
I18204,PATANJALI NEEM TULSI FACE WASH,Patanjali,12-18,70.00,,,,8904110000000,,,,,
II9599,PATANJALI NEEM-ALOE VERA FACE PACK,Patanjali,04-18,60.00,,,,8904110000000,,,,,
I18100,PATANJALI NOODLES CHATPATA FAMILY PACK,Patanjali,11-17,38.00,,,,8904110000000,,,,,
I15797,PATANJALI NOODLES WITH VEGITALES 70GM,Patanjali,06-17,15.00,,,,8904110000000,,,,,
I14081,PATANJALI NUTTY DELITE BUSCUIT 100GM,Patanjali,04-17,15.00,,,,8902350000000,,,,,
I14081,PATANJALI NUTTY DELITE BUSCUIT 100GM,Patanjali,04-17,15.00,,,,8902350000000,,,,,
I14081,PATANJALI NUTTY DELITE BUSCUIT 100GM,Patanjali,07-18,15.00,,,,8902350000000,,,,,
I14082,PATANJALI NUTTY DELITE BUSCUIT 70GM,Patanjali,04-17,10.00,,,,8902350000000,,,,,
I14082,PATANJALI NUTTY DELITE BUSCUIT 70GM,Patanjali,07-17,10.00,,,,8902350000000,,,,,
I14492,PATANJALI OATS 500GM,Patanjali,10-17,110.00,,,,8904110000000,,,,,
I14097,PATANJALI OLIVE HAND WASH 175ML,Patanjali,04-18,90.00,,,,8904110000000,,,,,
202351.00,PATANJALI ORANGE ALOE VERA FACE WASH,Patanjali,01-18,45.00,,,,8904110000000,,,,,
II8899,PATANJALI ORANGE DELITE BISCUIT,Patanjali,12-22,10.00,,,,8902350000000,,,,,
I16147,PATANJALI ORANGE JUICE 1L,Patanjali,12-19,85.00,,,,8904110000000,,,,,
I01389,PATANJALI ORANGE SQUASH 750ML,Patanjali,06-17,75.00,,,,8904110000000,,,,,
I06818,PATANJALI PACHAK AJWAIN WITH ALOEVERA,Patanjali,12-19,46.00,,,,8904110000000,,,,,
I05214,PATANJALI PACHAK ANARDANA,Patanjali,12-19,35.00,,,,8904110000000,,,,,
I07518,PATANJALI PACHAK ANARDANA CHURNA,Patanjali,07-17,35.00,,,,8904110000000,,,,,
I05215,PATANJALI PACHAK HING GOLI,Patanjali,06-18,50.00,,,,8904110000000,,,,,
I15802,PATANJALI PACHAK HING PEDA 200GM,Patanjali,07-17,60.00,,,,8904110000000,,,,,
I16435,PATANJALI PACHAK JALJEERA 200GM,Patanjali,10-17,60.00,,,,8904110000000,,,,,
I16435,PATANJALI PACHAK JALJEERA 200GM,Patanjali,09-17,60.00,,,,8904110000000,,,,,
I07520,PATANJALI PACHAK JEERA KHATTI MITH  GOLI,Patanjali,05-17,32.00,,,,8904110000000,,,,,
I14094,PATANJALI PACHAK METHI NIMBU,Patanjali,09-17,35.00,,,,8904110000000,,,,,
I14095,PATANJALI PACHAK SHODHIT HARAD,Patanjali,12-19,22.00,,,,8904110000000,,,,,
I02121,PATANJALI PANCHAGVYA KANTI SOAP,Patanjali,09-18,13.00,,,,8904110000000,,,,,
I02121,PATANJALI PANCHAGVYA KANTI SOAP,Patanjali,10-18,13.00,,,,8904110000000,,,,,
II8876,PATANJALI PAPULAR  POWDER 1KG,Patanjali,10-19,46.00,,,,8904110000000,,,,,
I14506,PATANJALI PAPULAR DETERGENT CAKE 125GM,Patanjali,09-19,8.00,,,,8904110000000,,,,,
I14506,PATANJALI PAPULAR DETERGENT CAKE 125GM,Patanjali,09-19,6.00,,,,8904150000000,,,,,
I14153,PATANJALI PAPULAR DETERGENT CAKE 250GM,Patanjali,01-20,12.00,,,,8904110000000,,,,,
I14153,PATANJALI PAPULAR DETERGENT CAKE 250GM,Patanjali,12-20,16.00,,,,8904110000000,,,,,
I01394,PATANJALI PINEAPPLE JAM,Patanjali,06-19,70.00,,,,8904110000000,,,,,
I14090,PATANJALI POPULAR  DETERGENT POWDER 5KG,Patanjali,12-19,225.00,,,,8904110000000,,,,,
I14108,PATANJALI POPULAR POWDER 250GM,Patanjali,02-19,13.00,,,,8904110000000,,,,,
I14106,PATANJALI POPULAR POWDER 2KG,Patanjali,10-19,90.00,,,,8904110000000,,,,,
I14107,PATANJALI POPULAR POWDER 500GM,Patanjali,09-19,24.00,,,,8904110000000,,,,,
I14107,PATANJALI POPULAR POWDER 500GM,Patanjali,09-19,24.00,,,,8904110000000,,,,,
I13941,PATANJALI POWER VITA JAR,Patanjali,08-17,205.00,,,,8904110000000,,,,,
I17392,PATANJALI POWERVITA 100GM,Patanjali,12-18,45.00,,,,8904110000000,,,,,
I16317,PATANJALI POWERVITA REFIL,Patanjali,08-17,190.00,,,,8904110000000,,,,,
I15976,PATANJALI PRADASUDHA SYP,Patanjali,06-18,75.00,,,,8904110000000,,,,,
I14154,PATANJALI PREMIUM POWDER 500GM,Patanjali,10-17,95.00,,,,8904110000000,,,,,
I01400,PATANJALI PURE HONEY,Patanjali,12-19,135.00,,,,8904110000000,,,,,
II8891,PATANJALI PURE HONEY .,Patanjali,12-17,70.00,,,,8904110000000,,,,,
I15800,PATANJALI RAJMA 1KG,Patanjali,12-19,96.00,,,,8904110000000,,,,,
141445.00,PATANJALI RAJMA 500GM,Patanjali,12-19,65.00,,,,8904110000000,,,,,
I13945,PATANJALI RED CHILLI POWDER 200GM,Patanjali,12-19,60.00,,,,8904110000000,,,,,
I18141,PATANJALI RICE BRAN OIL,Patanjali,11-17,115.00,,,,8904110000000,,,,,
I18208,PATANJALI ROASTED CHANA PAPAD,Patanjali,12-18,45.00,,,,8904110000000,,,,,
I14151,PATANJALI ROSE BODY CLEANSER 125GM,Patanjali,12-18,45.00,,,,8904110000000,,,,,
I14101,PATANJALI ROSE FACE WASH 60GM,Patanjali,04-18,45.00,,,,8904110000000,,,,,
I16870,PATANJALI ROZANA BASMATI RICE 1KG,Patanjali,12-18,110.00,,,,8904110000000,,,,,
I17885,PATANJALI ROZANA BASMATI RICE 5KG,Patanjali,12-18,395.00,,,,8904110000000,,,,,
I01391,PATANJALI SALT,Patanjali,03-18,12.00,,,,8904110000000,,,,,
I16871,PATANJALI SAMPPORNA TRADITIONAL BASMATI,Patanjali,10-18,790.00,,,,8904110000000,,,,,
I17722,PATANJALI SAMRIDHHI BASMATI RICE 1KG,Patanjali,12-18,160.00,,,,8904110000000,,,,,
I17722,PATANJALI SAMRIDHHI BASMATI RICE 1KG,Patanjali,11-18,160.00,,,,8904110000000,,,,,
I16872,PATANJALI SAMRIDHHI BASMATI RICE 5KG,Patanjali,11-18,790.00,,,,8904110000000,,,,,
I16872,PATANJALI SAMRIDHHI BASMATI RICE 5KG,Patanjali,10-18,790.00,,,,8904110000000,,,,,
I16236,PATANJALI SAUNDARYA ALOE VERA GEL,Patanjali,05-18,50.00,,,,8904110000000,,,,,
I18089,PATANJALI SAUNDARYA BODY LOTION,Patanjali,12-18,100.00,,,,8904110000000,,,,,
I18661,PATANJALI SAUNDARYA BODY LOTION 200ML,Patanjali,03-19,180.00,,,,8904110000000,,,,,
I18662,PATANJALI SAUNDARYA BODY LOTION 400ML,Patanjali,11-19,350.00,,,,8904110000000,,,,,
92055.00,PATANJALI SAUNDARYA BODY SOAP (WHITE),Patanjali,08-18,40.00,,,,8904110000000,,,,,
92055.00,PATANJALI SAUNDARYA BODY SOAP (WHITE),Patanjali,08-18,40.00,,,,8904110000000,,,,,
I04438,PATANJALI SAUNDARYA FACE WASH 60ML,Patanjali,01-19,60.00,,,,8904110000000,,,,,
I04438,PATANJALI SAUNDARYA FACE WASH 60ML,Patanjali,12-18,60.00,,,,8904110000000,,,,,
I18002,PATANJALI SAUNDARYA NEEM TULASI FACE WAS,Patanjali,12-18,70.00,,,,8904110000000,,,,,
I14093,PATANJALI SENSITICVE TOOTH BRUSH,Patanjali,03-19,30.00,,,,8904110000000,,,,,
I16873,PATANJALI SHAKTHI XXL BASMATI RICE 5KG,Patanjali,10-18,540.00,,,,8904110000000,,,,,
II9924,PATANJALI SHEETAL  OIL 100ML,Patanjali,04-18,55.00,,,,8904110000000,,,,,
II9924,PATANJALI SHEETAL  OIL 100ML,Patanjali,05-18,55.00,,,,8904110000000,,,,,
I18001,PATANJALI SHISHU CARE BODY CLEANSER 75GM,Patanjali,12-18,45.00,,,,8904110000000,,,,,
I16627,PATANJALI SHISHU CARE BODY WASH GEL,Patanjali,10-18,75.00,,,,8904110000000,,,,,
I16627,PATANJALI SHISHU CARE BODY WASH GEL,Patanjali,10-18,75.00,,,,8904110000000,,,,,
I16670,PATANJALI SHISHU CARE CREAM,Patanjali,10-18,40.00,,,,8904110000000,,,,,
III672,PATANJALI SOAN PAPTDI ELAICHI 250GM,Patanjali,12-19,55.00,,,,8904110000000,,,,,
I17134,PATANJALI SONA MASOORI RICE 10KG,Patanjali,12-18,575.00,,,,8904110000000,,,,,
I16874,PATANJALI SONA MASOORI RICE 5KG,Patanjali,11-18,320.00,,,,8904110000000,,,,,
I16874,PATANJALI SONA MASOORI RICE 5KG,Patanjali,12-18,320.00,,,,8904110000000,,,,,
,PATANJALI SOUNDARYA AGING CREAM 50 GM,Patanjali,,700.00,,,,8904110000000,,,,,
I14390,PATANJALI SOUNDARYA AGING CREAM 15GM,Patanjali,09-18,300.00,,,,8904110000000,,,,,
I14150,PATANJALI SOUNDARYA BODY CLEANSER 75GM,Patanjali,10-18,35.00,,,,8904110000000,,,,,
I14150,PATANJALI SOUNDARYA BODY CLEANSER 75GM,Patanjali,07-18,35.00,,,,8904110000000,,,,,
I14150,PATANJALI SOUNDARYA BODY CLEANSER 75GM,Patanjali,11-18,35.00,,,,8904110000000,,,,,
I02122,PATANJALI SPICES  BLACK PEPPER POWDER,Patanjali,05-17,125.00,,,,8904110000000,,,,,
344998.00,PATANJALI SPICES BLACK PEPPER WHOLE,Patanjali,12-19,120.00,,,,8904110000000,,,,,
344998.00,PATANJALI SPICES BLACK PEPPER WHOLE,Patanjali,07-17,120.00,,,,8904110000000,,,,,
I02123,PATANJALI SPICES FENUGREEK WHOLE SEEDS,Patanjali,11-17,20.00,,,,8904110000000,,,,,
I01414,PATANJALI SPICES GARAM MASALA,Patanjali,11-17,65.00,,,,8904110000000,,,,,
II9925,PATANJALI SUNSCREEN CREAM SPF 30,Patanjali,03-18,100.00,,,,8904110000000,,,,,
II9925,PATANJALI SUNSCREEN CREAM SPF 30,Patanjali,03-18,100.00,,,,8904110000000,,,,,
I16723,PATANJALI SUPER  MILK BAR & ALMOND RS.15,Patanjali,07-17,15.00,,,,8904110000000,,,,,
I18372,PATANJALI SUPER BASMATI RICE 1KG,Patanjali,01-19,110.00,,,,8904110000000,,,,,
II8867,PATANJALI SUPER DISHWASH BAR,Patanjali,01-20,10.00,,,,8904110000000,,,,,
I16719,PATANJALI SUPER STAR COW MILK BAR,Patanjali,12-19,30.00,,,,8904110000000,,,,,
I01419,PATANJALI SWASARI PRAVAHI 250ML,Patanjali,12-19,50.00,,,,8904050000000,,,,,
I18472,PATANJALI TIBAR BASMATI RICE,Patanjali,12-19,400.00,,,,8904110000000,,,,,
II9596,PATANJALI TOMATO KETCHUP,Patanjali,09-17,70.00,,,,8904110000000,,,,,
I18468,PATANJALI TOMATO KETCHUP (ONION)1KG,Patanjali,12-19,120.00,,,,8904110000000,,,,,
I15726,PATANJALI TOMATO OATS 200GM,Patanjali,05-17,59.00,,,,8904110000000,,,,,
,PATANJALI TOMATO OATS 400GM,Patanjali,,110.00,,,,8904110000000,,,,,
33630.00,PATANJALI TONGUE CLEANER,Patanjali,08-26,35.00,,,,8904110000000,,,,,
I01429,PATANJALI TOOTH BRUSH,Patanjali,11-43,10.00,,,,8904110000000,,,,,
I01429,PATANJALI TOOTH BRUSH,Patanjali,11-26,10.00,,,,8904110000000,,,,,
II8894,PATANJALI TRIPLE ACTION SOFT BRUSH,Patanjali,12-19,25.00,,,,8904110000000,,,,,
I14394,PATANJALI TURMERIC POWDER 500GM,Patanjali,07-17,105.00,,,,8904110000000,,,,,
,PATANJALI TURMERIC POWDER 200GM,Patanjali,,40.00,,,,8904110000000,,,,,
,PATANJALI TURMERIC POWDER 100GM,Patanjali,,24.00,,,,8904110000000,,,,,
I18446,PATANJALI URAD CHILKA 500GM,Patanjali,06-17,67.00,,,,8904110000000,,,,,
I18488,PATANJALI URAD DHULI 1KG,Patanjali,07-17,144.00,,,,8904110000000,,,,,
I18487,PATANJALI URAD DHULI 500GM,Patanjali,07-17,73.00,,,,8904110000000,,,,,
I18485,PATANJALI URAD WHOLE 1KG,Patanjali,05-17,118.00,,,,8904110000000,,,,,
I18408,PATANJALI URAD WHOLE 500GM,Patanjali,05-17,60.00,,,,8904110000000,,,,,
I13946,PATANJALI WHOLE MILK POWDER 200GM,Patanjali,11-17,65.00,,,,8904110000000,,,,,
I14149,PATANJALI WHOLE MILK POWDER 500GM,Patanjali,06-19,160.00,,,,8904110000000,,,,,
I01358,PATANJALLI ANTI BACTERIAL HAND WAS 250ML,Patanjali,11-18,55.00,,,,8904110000000,,,,,
I01358,PATANJALLI ANTI BACTERIAL HAND WAS 250ML,Patanjali,11-18,55.00,,,,8904110000000,,,,,
I18241,PATANJLAI SAMPOORN BASMATI RICE 1KG,Patanjali,01-19,160.00,,,,8904110000000,,,,,
I18241,PATANJLAI SAMPOORN BASMATI RICE 1KG,Patanjali,12-18,160.00,,,,8904110000000,,,,,
I01298,PATANLALI ALOEVERA GEL 150ML,Patanjali,03-18,80.00,,,,8904110000000,,,,,
