 Code, Item,Brand,Exp.,MRP ,,Discount Price,Discount Percent,Barcode,Manufactureer,Small Image,Large Image,Short Description,Long Description
344463.00,PATANJALI ALOEVERA MOISTURIZING CREAM,Patanjali,11-18,75.00,,,,8904110000000,,,,,
I18660,PATANJALI AMLA ALOVERA JUICE WHEAT GRASS,Patanjali,01-18,100.00,,,,8904110000000,,,,,
I16005,PATANJALI AMLA ALOVERA LITCHI 65ML,Patanjali,04-17,5.00,,,,8904110000000,,,,,
,PATANJALI AMLA AMRIT 5ML,Patanjali,,5.00,,,,8904110000000,,,,,
III469,PATANJALI AMLA HAIR OIL 100ML,Patanjali,10-18,40.00,,,,8904110000000,,,,,
I06817,PATANJALI AMLA PICKLE,Patanjali,11-17,95.00,,,,8904110000000,,,,,
I06817,PATANJALI AMLA PICKLE,Patanjali,02-18,95.00,,,,8904110000000,,,,,
,PATANJALI AMLA CANDY 500GM,Patanjali,,140.00,,,,8904110000000,,,,,
,PATANJALI AMRIT RASYAN 500 GM,Patanjali,,85.00,,,,8904110000000,,,,,
,PATANJALI AMLA CHATPATA 500GM,Patanjali,,145.00,,,,8904110000000,,,,,
,PATANJALI BEL CANDY 500 GM,Patanjali,,140.00,,,,8904110000000,,,,,
II3848,PATANJALI ANTI BACTIREA HAND WASH REFIL,Patanjali,09-18,40.00,,,,8904110000000,,,,,
I01423,PATANJALI ANTI WRINK CREAM,Patanjali,11-18,150.00,,,,8904110000000,,,,,
I14430,PATANJALI APPLE 1LTR,Patanjali,12-19,85.00,,,,8904110000000,,,,,
I15796,PATANJALI APRICOT FACE SCRUB 60GM,Patanjali,07-18,60.00,,,,8904110000000,,,,,
I15796,PATANJALI APRICOT FACE SCRUB 60GM,Patanjali,12-19,60.00,,,,8904110000000,,,,,
17930.00,PATANJALI ARHAR DAL (TUVAR DAL),Patanjali,07-17,124.00,,,,8904110000000,,,,,
44755.00,PATANJALI ARHAR DAL (TUVAR DAL) 500GM,Patanjali,06-17,63.00,,,,8904110000000,,,,,
44755.00,PATANJALI ARHAR DAL (TUVAR DAL) 500GM,Patanjali,06-17,63.00,,,,8904110000000,,,,,
II8874,PATANJALI ARJUN AMLA JUICE 500ML,Patanjali,08-17,80.00,,,,8904110000000,,,,,
I02206,PATANJALI AROGYA BISCUITS,Patanjali,07-17,10.00,,,,8902350000000,,,,,
I02137,PATANJALI ASHWAGANDHA CAP,Patanjali,03-19,5.00,,,,8904110000000,,,,,
III432,PATANJALI ATTA NOODLES CLASSIC 60GM,Patanjali,12-19,10.00,,,,8904110000000,,,,,
I01316,PATANJALI BADAM PAK 250GM,Patanjali,07-19,130.00,,,,8904110000000,,,,,
I01316,PATANJALI BADAM PAK 250GM,Patanjali,10-19,130.00,,,,8904110000000,,,,,
I14392,PATANJALI BADAM PAK 500GM,Patanjali,07-19,250.00,,,,8904110000000,,,,,
I14392,PATANJALI BADAM PAK 500GM,Patanjali,10-19,250.00,,,,8904110000000,,,,,
I18625,PATANJALI BADAM ROGAN 150ML,Patanjali,12-18,365.00,,,,8904050000000,,,,,
I02239,PATANJALI BADAM ROGHAN 60ML,Patanjali,04-19,150.00,,,,8904050000000,,,,,
II8881,PATANJALI BAL SHAVING CREAM.,Patanjali,12-18,55.00,,,,8904110000000,,,,,
92045.00,PATANJALI BALM 10GM,Patanjali,10-17,18.00,,,,8904110000000,,,,,
I01390,PATANJALI BALM 25GM,Patanjali,12-18,40.00,,,,8904110000000,,,,,
I14080,PATANJALI BANDANI HING,Patanjali,06-19,20.00,,,,8904110000000,,,,,
I14080,PATANJALI BANDANI HING,Patanjali,03-18,20.00,,,,8904110000000,,,,,
I14080,PATANJALI BANDANI HING,Patanjali,01-18,20.00,,,,8904110000000,,,,,
I14147,PATANJALI BANDHANI HING 25GM,Patanjali,12-19,40.00,,,,8904110000000,,,,,
II8873,PATANJALI BARLEY DALIA,Patanjali,12-19,30.00,,,,8904110000000,,,,,
I14917,PATANJALI BASMATI DIAMOND RICE 5 KG,Patanjali,07-18,700.00,,,,8904110000000,,,,,
,PATANJALI 1121 DIAMOND RICE  1KG,Patanjali,,145.00,,,,8904110000000,,,,,
,PATANJALI SHAKTI XXLBASMATI RICE 5KG,Patanjali,,540.00,,,,8904110000000,,,,,
,PATANJALI BASMATI DHANASHREE 1KG,Patanjali,,100.00,,,,8904110000000,,,,,
I05322,PATANJALI BASMATI RICE GOLD 1KG,Patanjali,12-19,110.00,,,,8904110000000,,,,,
I14504,PATANJALI BASMATI RICE GOLD 5KG,Patanjali,07-18,510.00,,,,8904110000000,,,,,
,PATANJALI BESAN 500GM,Patanjali,,90.00,,,,8904110000000,,,,,
I01424,PATANJALI BEAUTY CREAM,Patanjali,01-19,70.00,,,,8904110000000,,,,,
I06115,PATANJALI BODY UBTAN,Patanjali,10-17,60.00,,,,8904110000000,,,,,
I06115,PATANJALI BODY UBTAN,Patanjali,12-19,60.00,,,,8904110000000,,,,,
II8864,PATANJALI BORO SAFE CREAM,Patanjali,07-17,40.00,,,,8904110000000,,,,,
II8864,PATANJALI BORO SAFE CREAM,Patanjali,05-17,40.00,,,,8904110000000,,,,,
I02120,PATANJALI BRHAMI SHARBAT 750ML,Patanjali,12-19,100.00,,,,8904110000000,,,,,
108865.00,PATANJALI BURA 1KG,Patanjali,12-19,65.00,,,,8904110000000,,,,,
I18163,PATANJALI BUTTER COOKIES TIN 400GM,Patanjali,07-17,200.00,,,,8904110000000,,,,,
I14727,PATANJALI CHANA DAL 1KG,Patanjali,12-19,138.00,,,,8904110000000,,,,,
I14432,PATANJALI CHANA DAL 35GM,Patanjali,06-18,10.00,,,,7904160000000,,,,,
CL0363,PATANJALI CHANA DAL 500GM,Patanjali,12-19,74.00,,,,8904110000000,,,,,
II3845,PATANJALI CHANA MASALA,Patanjali,10-17,45.00,,,,8904110000000,,,,,
I05333,PATANJALI CHAT MASALA,Patanjali,12-19,36.00,,,,8904110000000,,,,,
I05333,PATANJALI CHAT MASALA,Patanjali,10-17,36.00,,,,8904110000000,,,,,
II8895,PATANJALI CHOCO DELITE BISCUIT,Patanjali,05-17,10.00,,,,8902350000000,,,,,
I17768,PATANJALI CHOCO FLAKES 30GM,Patanjali,07-18,10.00,,,,8904110000000,,,,,
I13942,PATANJALI CHOCOFLAKES 125GM,Patanjali,08-18,55.00,,,,8904110000000,,,,,
269643.00,PATANJALI CHYAWANPRASH 1KG,Patanjali,06-19,190.00,,,,8904110000000,,,,,
,PATANJALI CHYAWANPRASH  SAFFRON 1KG,Patanjali,,250.00,,,,8906020000000,,,,,
I18371,PATANJALI CLASSIC NOODLES FAMILY PACK,Patanjali,11-17,38.00,,,,8904110000000,,,,,
I15749,PATANJALI COCONUT 200GM JAR,Patanjali,01-18,62.00,,,,8904110000000,,,,,
III467,PATANJALI COCONUT HAIR WASH 150ML,Patanjali,06-19,95.00,,,,8904110000000,,,,,
I05140,PATANJALI COCONUT OIL 200ML,Patanjali,01-18,65.00,,,,8904110000000,,,,,
I02126,PATANJALI CORIANDER POWDER,Patanjali,10-17,30.00,,,,8904110000000,,,,,
I16441,PATANJALI CORIENDER POWDER 500GM,Patanjali,05-17,115.00,,,,8904110000000,,,,,
II9595,PATANJALI CORN FLAKES MIX 250GM,Patanjali,01-17,85.00,,,,8904110000000,,,,,
II9595,PATANJALI CORN FLAKES MIX 250GM,Patanjali,08-17,85.00,,,,8904110000000,,,,,
I15020,PATANJALI CORN FLAKES MIX 500GM,Patanjali,12-19,145.00,,,,8904110000000,,,,,
I15020,PATANJALI CORN FLAKES MIX 500GM,Patanjali,12-19,145.00,,,,8904110000000,,,,,
I06864,PATANJALI COW'S GHEE 1KG,Patanjali,09-17,530.00,,,,8904110000000,,,,,
I14485,PATANJALI COW'S GHEE 200GM,Patanjali,12-18,125.00,,,,8904110000000,,,,,
III471,PATANJALI COW'S GHEE 500GM,Patanjali,10-17,270.00,,,,8904110000000,,,,,
I01324,PATANJALI CRACK HEEL CREAM,Patanjali,10-18,60.00,,,,8904110000000,,,,,
I14102,PATANJALI CURVY BRUSH,Patanjali,12-21,15.00,,,,8904110000000,,,,,
I14102,PATANJALI CURVY BRUSH,Patanjali,12-25,15.00,,,,8904110000000,,,,,
I14102,PATANJALI CURVY BRUSH,Patanjali,04-18,15.00,,,,8904110000000,,,,,
132770.00,PATANJALI DAIRY WHITENER 200GMS,Patanjali,10-17,65.00,,,,8904110000000,,,,,
I14155,PATANJALI DANT KANTHI MEDICATED GEL 100G,Patanjali,04-18,45.00,,,,8904110000000,,,,,
I14099,PATANJALI DANT KANTI ADVANCE 100GM,Patanjali,08-18,90.00,,,,8904110000000,,,,,
I14099,PATANJALI DANT KANTI ADVANCE 50GM,Patanjali,11-18,50.00,,,,8904110000000,,,,,
I07454,PATANJALI DANT KANTI JUNIOR PASTE 100GM,Patanjali,03-18,35.00,,,,8904110000000,,,,,
I01327,PATANJALI DANT KANTI PASTE 100GMS,Patanjali,07-18,40.00,,,,8904110000000,,,,,
I04437,PATANJALI DANT KANTI PASTE 200GM,Patanjali,02-20,75.00,,,,8904110000000,,,,,
I14601,PATANJALI DANT KANTI PASTE 25GM,Patanjali,11-18,10.00,,,,8904110000000,,,,,
II8892,PATANJALI DETERGENT CAKE ANTI BACTERIA,Patanjali,10-19,16.00,,,,8904110000000,,,,,
I14105,PATANJALI DETERGENT CAKE ANTI BACTERIA.,Patanjali,06-19,8.00,,,,8904110000000,,,,,
II8893,PATANJALI DETERGENT POWDER 2KG,Patanjali,11-19,128.00,,,,8904110000000,,,,,
I16869,PATANJALI DHANSHREE BASMASTI RICE 5KG,Patanjali,11-18,490.00,,,,8904110000000,,,,,
I16999,PATANJALI DIGESTIVE WHOLE WHEAT BISCUT,Patanjali,07-17,50.00,,,,8902350000000,,,,,
I16999,PATANJALI DIGESTIVE WHOLE WHEAT BISCUT,Patanjali,12-18,50.00,,,,8902350000000,,,,,
I02237,PATANJALI DITERGENT POWDER 1KG,Patanjali,11-19,65.00,,,,8904110000000,,,,,
I02236,PATANJALI DITERGENT POWDER. 500GM,Patanjali,10-19,33.00,,,,8904110000000,,,,,
I17860,PATANJALI DIVYA COUGH DROPS HONEY JAR,Patanjali,10-18,1.00,,,,8904050000000,,,,,
I17861,PATANJALI DIVYA COUGH DROPS MINT JAR,Patanjali,10-18,1.00,,,,8904050000000,,,,,
I17862,PATANJALI DIVYA COUGH DROPS ORANGE JAR,Patanjali,10-18,1.00,,,,8904050000000,,,,,
I14086,PATANJALI DOODH BISCUIT 100GM,Patanjali,07-17,10.00,,,,8902350000000,,,,,
I16316,PATANJALI DOODH BISCUT,Patanjali,08-17,5.00,,,,8902350000000,,,,,
I01442,PATANJALI DRISHTI EYE DROP,Patanjali,11-17,25.00,,,,8904110000000,,,,,
I18470,PATANJALI DUBAR BASMATI RICE,Patanjali,12-19,355.00,,,,8904110000000,,,,,
II8897,PATANJALI ELAICHI DELITE BISCUIT,Patanjali,08-17,10.00,,,,8902350000000,,,,,
II8897,PATANJALI ELAICHI DELITE BISCUIT,Patanjali,05-18,10.00,,,,8902350000000,,,,,
I14510,PATANJALI ENERGY BAR CHOCO CHIP,Patanjali,07-17,30.00,,,,8904110000000,,,,,
I16720,PATANJALI ENERGY BAR CHOCO CHIP RS.15,Patanjali,12-19,15.00,,,,8904110000000,,,,,
I16721,PATANJALI ENERGY BAR ORNAGE FEEL RS.15,Patanjali,12-19,15.00,,,,8904110000000,,,,,
I16722,PATANJALI ENERGY BAR STRAWBERY RS.15,Patanjali,12-19,15.00,,,,8904110000000,,,,,
,PATANJALI BEL MURABBA 1 KG,Patanjali,,110.00,,,,8904110000000,,,,,
,PATANJALI HARAD  MURABBA 1 KG,Patanjali,,150.00,,,,8904110000000,,,,,
,PATANJALI AMLA MURABBA 1 KG,Patanjali,,120.00,,,,8904110000000,,,,,
I05138,PATANJALI GAJAR MURABBA 1 KG,Patanjali,12-19,125.00,,,,8904110000000,,,,,
I14503,PATANJALI GAZAR MURABBA 1KG,Patanjali,12-19,115.00,,,,8904110000000,,,,,
III463,PATANJALI GILOY AMLA JUICE 500ML,Patanjali,10-19,80.00,,,,8904110000000,,,,,
I01398,PATANJALI GILOY GHANVATI,Patanjali,12-19,90.00,,,,8904110000000,,,,,
339112.00,PATANJALI GONYLE FLOOR CLEANER 1LTR,Patanjali,10-19,50.00,,,,8908000000000,,,,,
339112.00,PATANJALI GONYLE FLOOR CLEANER 1LTR,Patanjali,10-17,48.00,,,,8908000000000,,,,,
I14608,PATANJALI GUAVA JAM 500GM,Patanjali,04-18,150.00,,,,8904110000000,,,,,
I14462,PATANJALI GUAVA JUICE 65ML,Patanjali,02-19,5.00,,,,8904110000000,,,,,
I01332,PATANJALI GULABJAL 120ML,Patanjali,10-17,30.00,,,,8904050000000,,,,,
,PATANJALI GULAB SARBATTA 650 ML,Patanjali,,100.00,,,,8904110000000,,,,,
I01336,PATANJALI GULKAND 400GM,Patanjali,11-19,55.00,,,,8904050000000,,,,,
I14470,PATANJALI HAIR CONDITI COLOUR PROTECTION,Patanjali,10-18,60.00,,,,8904110000000,,,,,
I14470,PATANJALI HAIR CONDITI COLOUR PROTECTION,Patanjali,09-18,60.00,,,,8904110000000,,,,,
I14824,PATANJALI HAIR CONDITIONER ALMOND 100GM,Patanjali,12-18,60.00,,,,8904110000000,,,,,
I14824,PATANJALI HAIR CONDITIONER ALMOND 100GM,Patanjali,11-18,60.00,,,,8904110000000,,,,,
II8884,PATANJALI HAIR CONDITIONER DAMAGE CONT,Patanjali,10-18,60.00,,,,8904110000000,,,,,
II8883,PATANJALI HAIR CONDITIONER PROTEIN,Patanjali,11-18,60.00,,,,8904110000000,,,,,
I14152,PATANJALI HALDI CHANDAN SOAP 150GM,Patanjali,11-17,25.00,,,,8904110000000,,,,,
II8870,PATANJALI HERBAL KAJAL 3GM,Patanjali,10-18,90.00,,,,8904110000000,,,,,
II8880,PATANJALI HERBAL LEMON  & ALO FACE  FOAM,Patanjali,10-18,60.00,,,,8904110000000,,,,,
I04163,PATANJALI HERBAL MEHANDI 100GM,Patanjali,12-22,35.00,,,,8904110000000,,,,,
I18624,PATANJALI HERBAL POWERVITA 200GM,Patanjali,12-18,80.00,,,,8904110000000,,,,,
II8866,PATANJALI HERBAL SHAVE GEL 50GM,Patanjali,07-18,40.00,,,,8904110000000,,,,,
I14823,PATANJALI HERBAL SUHAG TEEKA,Patanjali,06-18,75.00,,,,8904110000000,,,,,
II8869,PATANJALI HONEY 1KG,Patanjali,12-19,260.00,,,,8904110000000,,,,,
II8869,PATANJALI HONEY 1KG,Patanjali,01-18,260.00,,,,8904110000000,,,,,
I15140,PATANJALI HONEY ORANGE FACE WASH,Patanjali,09-18,45.00,,,,8904110000000,,,,,
II8872,PATANJALI JAMUN VINEGAR 500ML,Patanjali,07-17,65.00,,,,8904110000000,,,,,
I14085,PATANJALI JEERA BITES 65GM BUSCUIT,Patanjali,06-17,10.00,,,,8902350000000,,,,,
I14085,PATANJALI JEERA BITES 65GM BUSCUIT,Patanjali,05-17,10.00,,,,8902350000000,,,,,
I14820,PATANJALI JHATPAT ATTA NOODLES 60GM,Patanjali,12-19,10.00,,,,8904110000000,,,,,
I14820,PATANJALI JHATPAT ATTA NOODLES 70GM,Patanjali,12-22,15.00,,,,8904110000000,,,,,
II8896,PATANJALI JUNIOR BRUSH,Patanjali,12-26,15.00,,,,8904110000000,,,,,
I15801,PATANJALI KABULI CHANA 1KG,Patanjali,12-19,162.00,,,,8904110000000,,,,,
I15801,PATANJALI KABULI CHANA 1KG,Patanjali,05-17,162.00,,,,8904110000000,,,,,
I16717,PATANJALI KABULI CHANA 500GM,Patanjali,05-17,84.00,,,,8904110000000,,,,,
I16717,PATANJALI KABULI CHANA 500GM,Patanjali,12-19,74.00,,,,8904110000000,,,,,
I15799,PATANJALI KALA CHANA 1KG,Patanjali,02-17,134.00,,,,8904110000000,,,,,
141310.00,PATANJALI KALA CHANNA 500GM,Patanjali,05-17,68.00,,,,8904110000000,,,,,
II9592,PATANJALI KALI MIRCH PAPAD,Patanjali,12-19,50.00,,,,8904110000000,,,,,
I05672,PATANJALI KANTI ALOEVERA SOAP 75GM,Patanjali,09-18,13.00,,,,8904110000000,,,,,
I05671,PATANJALI KANTI NEEM SOAP 75GM,Patanjali,12-18,15.00,,,,8904110000000,,,,,
I07465,PATANJALI KANTI ROSE SOAP 75GM,Patanjali,07-18,19.00,,,,8904110000000,,,,,
I14098,PATANJALI KESAR 1GM,Patanjali,12-22,285.00,,,,8904110000000,,,,,
I14434,PATANJALI KESH KANTHI ALOEVERA SHAMPOO,Patanjali,09-18,75.00,,,,8904110000000,,,,,
I15408,PATANJALI KESH KANTHI OIL 300ML,Patanjali,07-18,250.00,,,,8904110000000,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,01-19,130.00,,,,8904110000000,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,09-19,130.00,,,,8904110000000,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,09-18,130.00,,,,8904110000000,,,,,
I07463,PATANJALI KESH KANTI  ANTI DANDRUF SHAMPOO,Patanjali,09-18,110.00,,,,8904110000000,,,,,
I17098,PATANJALI KESH KANTI ANTI DANDRUFF SHAMP,Patanjali,12-18,3.00,,,,8904110000000,,,,,
I17098,PATANJALI KESH KANTI ANTI DANDRUFF SHAMP,Patanjali,12-19,2.00,,,,8904110000000,,,,,
,PATANJALI KESH KANTI ANTI MILK PROTIN,Patanjali,,3.00,,,,8904110000000,,,,,
I14091,PATANJALI KESH KANTI MILK PROTIEN SHAMPO,Patanjali,10-18,95.00,,,,8904110000000,,,,,
I14091,PATANJALI KESH KANTI MILK PROTIEN SHAMPO,Patanjali,11-18,95.00,,,,8904110000000,,,,,
I01351,PATANJALI KESH KANTI NATURAL  SHAMPOO,Patanjali,09-18,75.00,,,,8904110000000,,,,,
I01351,PATANJALI KESH KANTI NATURAL  SHAMPOO,Patanjali,11-18,75.00,,,,8904110000000,,,,,
I07466,PATANJALI KESH KANTI REETHA SHAMPOO,Patanjali,05-18,85.00,,,,8904110000000,,,,,
I07466,PATANJALI KESH KANTI REETHA SHAMPOO,Patanjali,06-18,85.00,,,,8904110000000,,,,,
III466,PATANJALI KESH KANTI SHIKAKAI SHAMPOO,Patanjali,10-18,95.00,,,,8904110000000,,,,,
III466,PATANJALI KESH KANTI SHIKAKAI SHAMPOO,Patanjali,10-18,95.00,,,,8904110000000,,,,,
II8882,PATANJALI KHATTI MEETHI CHUTNEY,Patanjali,06-17,55.00,,,,8904110000000,,,,,
I01348,PATANJALI KHUS SHARBAT 750ML,Patanjali,05-17,100.00,,,,8904110000000,,,,,
72985.00,PATANJALI LAUKI AMLA JUICE 1ML,Patanjali,07-17,90.00,,,,8904110000000,,,,,
72985.00,PATANJALI LAUKI AMLA JUICE 1ML,Patanjali,12-19,90.00,,,,8904110000000,,,,,
II8878,PATANJALI LEMON BODY CLEANSER,Patanjali,11-18,45.00,,,,8904110000000,,,,,
II8878,PATANJALI LEMON BODY CLEANSER,Patanjali,07-18,45.00,,,,8904110000000,,,,,
FIA005,PATANJALI LEMON HONEY FACE WASH 60GM,Patanjali,12-18,45.00,,,,8904110000000,,,,,
FIA005,PATANJALI LEMON HONEY FACE WASH 60GM,Patanjali,09-18,45.00,,,,8904110000000,,,,,
II8885,PATANJALI LEMON HONEY KANTI SOAP,Patanjali,01-19,19.00,,,,8904110000000,,,,,
II8885,PATANJALI LEMON HONEY KANTI SOAP,Patanjali,08-18,19.00,,,,8904110000000,,,,,
I14145,PATANJALI LEMON SQUASH 750ML,Patanjali,12-19,75.00,,,,8904110000000,,,,,
I14145,PATANJALI LEMON SQUASH 750ML,Patanjali,06-17,75.00,,,,8904110000000,,,,,
I14104,PATANJALI LIP BALM,Patanjali,01-19,25.00,,,,8904110000000,,,,,
I14463,PATANJALI LITCHI JUICE 65ML,Patanjali,12-19,5.00,,,,8904110000000,,,,,
II8875,PATANJALI LITCHI PURE HONEY 500GM,Patanjali,12-22,155.00,,,,8904110000000,,,,,
137221.00,PATANJALI MALKA MASUR DAL 500GM,Patanjali,05-17,54.00,,,,8904110000000,,,,,
I14089,PATANJALI MANGO JUICE 1LTR,Patanjali,04-17,85.00,,,,8904110000000,,,,,
,PATANJALI MANGO PANNA 650 ML,Patanjali,,80.00,,,,8904110000000,,,,,
I14089,PATANJALI MANGO JUICE 1LTR,Patanjali,01-17,50.00,,,,8904110000000,,,,,
I06116,PATANJALI MARIE BISCUITS 120GM,Patanjali,12-19,12.00,,,,8902350000000,,,,,
I14084,PATANJALI MARIE BISCUITS 300GM,Patanjali,06-17,30.00,,,,8902350000000,,,,,
I18205,PATANJALI MASALA OATS,Patanjali,12-18,15.00,,,,8904110000000,,,,,
I15725,PATANJALI MASALA OATS 200GM,Patanjali,10-17,59.00,,,,8904110000000,,,,,
I15725,PATANJALI MASALA OATS 200GM,Patanjali,12-19,59.00,,,,8904110000000,,,,,
I18124,PATANJALI MASALA OATS 400GM,Patanjali,10-17,110.00,,,,8904110000000,,,,,
I18559,PATANJALI METHI ATTA  1KG,Patanjali,06-17,90.00,,,,8904110000000,,,,,
,PATANJALI WHOLE WHEAT ATTA  2KG,Patanjali,,80.00,,,,8904110000000,,,,,
,PATANJALI WHOLE WHEAT ATTA  5KG,Patanjali,,180.00,,,,8904110000000,,,,,
,PATANJALI WHOLE WHEAT ATTA  10 KG,Patanjali,,330.00,,,,8904110000000,,,,,
I01378,PATANJALI MINT TULSI SOAP,Patanjali,04-18,24.00,,,,8904110000000,,,,,
I01378,PATANJALI MINT TULSI SOAP,Patanjali,04-18,24.00,,,,8904110000000,,,,,
I16572,PATANJALI MISSI ATTA 1KG,Patanjali,06-17,65.00,,,,8904110000000,,,,,
I16572,PATANJALI SHARBATI ATTA 1KG,Patanjali,12-19,45.00,,,,8904110000000,,,,,
PO0104,PATANJALI MIX DAL 1KG,Patanjali,05-17,130.00,,,,8904110000000,,,,,
PO191,PATANJALI MIX DAL 500GM,Patanjali,05-17,66.00,,,,8904110000000,,,,,
PO191,PATANJALI MIX DAL 500GM,Patanjali,02-17,66.00,,,,8904110000000,,,,,
LI318,PATANJALI MIX FRUIT JUICE 1000ML,Patanjali,05-17,85.00,,,,8904110000000,,,,,
I02673,PATANJALI MIXED FRUIT JAM,Patanjali,12-17,70.00,,,,8904110000000,,,,,
I02673,PATANJALI MIXED FRUIT JAM,Patanjali,06-19,70.00,,,,8904110000000,,,,,
I01384,PATANJALI MOGRA SOAP,Patanjali,07-18,25.00,,,,8904110000000,,,,,
I14100,PATANJALI MOISTURIZER 50GM,Patanjali,01-19,75.00,,,,8904110000000,,,,,
I14100,PATANJALI MOISTURIZER 50GM,Patanjali,10-18,75.00,,,,8904110000000,,,,,
53210.00,PATANJALI MOONG DAL CHILKA,Patanjali,05-17,90.00,,,,8904110000000,,,,,
I14726,PATANJALI MOONG DAL CHILKA 500GM,Patanjali,12-19,50.00,,,,8904110000000,,,,,
I14726,PATANJALI MOONG DAL CHILKA 500GM,Patanjali,05-17,50.00,,,,8904110000000,,,,,
I15798,PATANJALI MOONG DAL DHULI 1KG,Patanjali,12-18,96.00,,,,8904110000000,,,,,
I15798,PATANJALI MOONG DAL DHULI 1KG,Patanjali,12-19,96.00,,,,8904110000000,,,,,
17890.00,PATANJALI MOOSLI PAK 200GM,Patanjali,05-17,260.00,,,,8904110000000,,,,,
