 Code, Item,Brand,Exp.,MRP ,,Discount Price,Discount Percent,Barcode,Manufactureer,Small Image,Large Image,Short Description,Long Description
I14099,PATANJALI DANT KANTI ADVANCE 50GM,Patanjali,43405,50,,,,8.90411E+12,,,,,
I07454,PATANJALI DANT KANTI JUNIOR PASTE 100GM,Patanjali,43160,35,,,,8.90411E+12,,,,,
I01327,PATANJALI DANT KANTI PASTE 100GMS,Patanjali,43282,40,,,,8.90411E+12,,,,,
I04437,PATANJALI DANT KANTI PASTE 200GM,Patanjali,43862,75,,,,8.90411E+12,,,,,
I14601,PATANJALI DANT KANTI PASTE 25GM,Patanjali,43405,10,,,,8.90411E+12,,,,,
II8892,PATANJALI DETERGENT CAKE ANTI BACTERIA,Patanjali,43739,16,,,,8.90411E+12,,,,,
I14105,PATANJALI DETERGENT CAKE ANTI BACTERIA.,Patanjali,43617,8,,,,8.90411E+12,,,,,
II8893,PATANJALI DETERGENT POWDER 2KG,Patanjali,43770,128,,,,8.90411E+12,,,,,
I16869,PATANJALI DHANSHREE BASMASTI RICE 5KG,Patanjali,43405,490,,,,8.90411E+12,,,,,
I16999,PATANJALI DIGESTIVE WHOLE WHEAT BISCUT,Patanjali,42917,50,,,,8.90235E+12,,,,,
I16999,PATANJALI DIGESTIVE WHOLE WHEAT BISCUT,Patanjali,43435,50,,,,8.90235E+12,,,,,
I02237,PATANJALI DITERGENT POWDER 1KG,Patanjali,43770,65,,,,8.90411E+12,,,,,
I02236,PATANJALI DITERGENT POWDER. 500GM,Patanjali,43739,33,,,,8.90411E+12,,,,,
I17860,PATANJALI DIVYA COUGH DROPS HONEY JAR,Patanjali,43374,1,,,,8.90405E+12,,,,,
I17861,PATANJALI DIVYA COUGH DROPS MINT JAR,Patanjali,43374,1,,,,8.90405E+12,,,,,
I17862,PATANJALI DIVYA COUGH DROPS ORANGE JAR,Patanjali,43374,1,,,,8.90405E+12,,,,,
I14086,PATANJALI DOODH BISCUIT 100GM,Patanjali,42917,10,,,,8.90235E+12,,,,,
I16316,PATANJALI DOODH BISCUT,Patanjali,42948,5,,,,8.90235E+12,,,,,
I01442,PATANJALI DRISHTI EYE DROP,Patanjali,43040,25,,,,8.90411E+12,,,,,
I18470,PATANJALI DUBAR BASMATI RICE,Patanjali,43800,355,,,,8.90411E+12,,,,,
II8897,PATANJALI ELAICHI DELITE BISCUIT,Patanjali,42948,10,,,,8.90235E+12,,,,,
II8897,PATANJALI ELAICHI DELITE BISCUIT,Patanjali,43221,10,,,,8.90235E+12,,,,,
I14510,PATANJALI ENERGY BAR CHOCO CHIP,Patanjali,42917,30,,,,8.90411E+12,,,,,
I16720,PATANJALI ENERGY BAR CHOCO CHIP RS.15,Patanjali,43800,15,,,,8.90411E+12,,,,,
I16721,PATANJALI ENERGY BAR ORNAGE FEEL RS.15,Patanjali,43800,15,,,,8.90411E+12,,,,,
I16722,PATANJALI ENERGY BAR STRAWBERY RS.15,Patanjali,43800,15,,,,8.90411E+12,,,,,
,PATANJALI BEL MURABBA 1 KG,Patanjali,,110,,,,8.90411E+12,,,,,
,PATANJALI HARAD  MURABBA 1 KG,Patanjali,,150,,,,8.90411E+12,,,,,
,PATANJALI AMLA MURABBA 1 KG,Patanjali,,120,,,,8.90411E+12,,,,,
I05138,PATANJALI GAJAR MURABBA 1 KG,Patanjali,43800,125,,,,8.90411E+12,,,,,
I14503,PATANJALI GAZAR MURABBA 1KG,Patanjali,43800,115,,,,8.90411E+12,,,,,
III463,PATANJALI GILOY AMLA JUICE 500ML,Patanjali,43739,80,,,,8.90411E+12,,,,,
I01398,PATANJALI GILOY GHANVATI,Patanjali,43800,90,,,,8.90411E+12,,,,,
339112,PATANJALI GONYLE FLOOR CLEANER 1LTR,Patanjali,43739,50,,,,8.908E+12,,,,,
339112,PATANJALI GONYLE FLOOR CLEANER 1LTR,Patanjali,43009,48,,,,8.908E+12,,,,,
I14608,PATANJALI GUAVA JAM 500GM,Patanjali,43191,150,,,,8.90411E+12,,,,,
I14462,PATANJALI GUAVA JUICE 65ML,Patanjali,43497,5,,,,8.90411E+12,,,,,
I01332,PATANJALI GULABJAL 120ML,Patanjali,43009,30,,,,8.90405E+12,,,,,
,PATANJALI GULAB SARBATTA 650 ML,Patanjali,,100,,,,8.90411E+12,,,,,
I01336,PATANJALI GULKAND 400GM,Patanjali,43770,55,,,,8.90405E+12,,,,,
I14470,PATANJALI HAIR CONDITI COLOUR PROTECTION,Patanjali,43374,60,,,,8.90411E+12,,,,,
I14470,PATANJALI HAIR CONDITI COLOUR PROTECTION,Patanjali,43344,60,,,,8.90411E+12,,,,,
I14824,PATANJALI HAIR CONDITIONER ALMOND 100GM,Patanjali,43435,60,,,,8.90411E+12,,,,,
I14824,PATANJALI HAIR CONDITIONER ALMOND 100GM,Patanjali,43405,60,,,,8.90411E+12,,,,,
II8884,PATANJALI HAIR CONDITIONER DAMAGE CONT,Patanjali,43374,60,,,,8.90411E+12,,,,,
II8883,PATANJALI HAIR CONDITIONER PROTEIN,Patanjali,43405,60,,,,8.90411E+12,,,,,
I14152,PATANJALI HALDI CHANDAN SOAP 150GM,Patanjali,43040,25,,,,8.90411E+12,,,,,
II8870,PATANJALI HERBAL KAJAL 3GM,Patanjali,43374,90,,,,8.90411E+12,,,,,
II8880,PATANJALI HERBAL LEMON  & ALO FACE  FOAM,Patanjali,43374,60,,,,8.90411E+12,,,,,
I04163,PATANJALI HERBAL MEHANDI 100GM,Patanjali,44896,35,,,,8.90411E+12,,,,,
I18624,PATANJALI HERBAL POWERVITA 200GM,Patanjali,43435,80,,,,8.90411E+12,,,,,
II8866,PATANJALI HERBAL SHAVE GEL 50GM,Patanjali,43282,40,,,,8.90411E+12,,,,,
I14823,PATANJALI HERBAL SUHAG TEEKA,Patanjali,43252,75,,,,8.90411E+12,,,,,
II8869,PATANJALI HONEY 1KG,Patanjali,43800,260,,,,8.90411E+12,,,,,
II8869,PATANJALI HONEY 1KG,Patanjali,43101,260,,,,8.90411E+12,,,,,
I15140,PATANJALI HONEY ORANGE FACE WASH,Patanjali,43344,45,,,,8.90411E+12,,,,,
II8872,PATANJALI JAMUN VINEGAR 500ML,Patanjali,42917,65,,,,8.90411E+12,,,,,
I14085,PATANJALI JEERA BITES 65GM BUSCUIT,Patanjali,42887,10,,,,8.90235E+12,,,,,
I14085,PATANJALI JEERA BITES 65GM BUSCUIT,Patanjali,42856,10,,,,8.90235E+12,,,,,
I14820,PATANJALI JHATPAT ATTA NOODLES 60GM,Patanjali,43800,10,,,,8.90411E+12,,,,,
I14820,PATANJALI JHATPAT ATTA NOODLES 70GM,Patanjali,44896,15,,,,8.90411E+12,,,,,
II8896,PATANJALI JUNIOR BRUSH,Patanjali,46357,15,,,,8.90411E+12,,,,,
I15801,PATANJALI KABULI CHANA 1KG,Patanjali,43800,162,,,,8.90411E+12,,,,,
I15801,PATANJALI KABULI CHANA 1KG,Patanjali,42856,162,,,,8.90411E+12,,,,,
I16717,PATANJALI KABULI CHANA 500GM,Patanjali,42856,84,,,,8.90411E+12,,,,,
I16717,PATANJALI KABULI CHANA 500GM,Patanjali,43800,74,,,,8.90411E+12,,,,,
I15799,PATANJALI KALA CHANA 1KG,Patanjali,42767,134,,,,8.90411E+12,,,,,
141310,PATANJALI KALA CHANNA 500GM,Patanjali,42856,68,,,,8.90411E+12,,,,,
II9592,PATANJALI KALI MIRCH PAPAD,Patanjali,43800,50,,,,8.90411E+12,,,,,
I05672,PATANJALI KANTI ALOEVERA SOAP 75GM,Patanjali,43344,13,,,,8.90411E+12,,,,,
I05671,PATANJALI KANTI NEEM SOAP 75GM,Patanjali,43435,15,,,,8.90411E+12,,,,,
I07465,PATANJALI KANTI ROSE SOAP 75GM,Patanjali,43282,19,,,,8.90411E+12,,,,,
I14098,PATANJALI KESAR 1GM,Patanjali,44896,285,,,,8.90411E+12,,,,,
I14434,PATANJALI KESH KANTHI ALOEVERA SHAMPOO,Patanjali,43344,75,,,,8.90411E+12,,,,,
I15408,PATANJALI KESH KANTHI OIL 300ML,Patanjali,43282,250,,,,8.90411E+12,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,43466,130,,,,8.90411E+12,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,43709,130,,,,8.90411E+12,,,,,
II8887,PATANJALI KESH KANTHI TAIL 120ML,Patanjali,43344,130,,,,8.90411E+12,,,,,
I07463,PATANJALI KESH KANTI  ANTI DANDRUF SHAMPOO,Patanjali,43344,110,,,,8.90411E+12,,,,,
I17098,PATANJALI KESH KANTI ANTI DANDRUFF SHAMP,Patanjali,43435,3,,,,8.90411E+12,,,,,
I17098,PATANJALI KESH KANTI ANTI DANDRUFF SHAMP,Patanjali,43800,2,,,,8.90411E+12,,,,,
,PATANJALI KESH KANTI ANTI MILK PROTIN,Patanjali,,3,,,,8.90411E+12,,,,,
I14091,PATANJALI KESH KANTI MILK PROTIEN SHAMPO,Patanjali,43374,95,,,,8.90411E+12,,,,,
I14091,PATANJALI KESH KANTI MILK PROTIEN SHAMPO,Patanjali,43405,95,,,,8.90411E+12,,,,,
I01351,PATANJALI KESH KANTI NATURAL  SHAMPOO,Patanjali,43344,75,,,,8.90411E+12,,,,,
I01351,PATANJALI KESH KANTI NATURAL  SHAMPOO,Patanjali,43405,75,,,,8.90411E+12,,,,,
I07466,PATANJALI KESH KANTI REETHA SHAMPOO,Patanjali,43221,85,,,,8.90411E+12,,,,,
I07466,PATANJALI KESH KANTI REETHA SHAMPOO,Patanjali,43252,85,,,,8.90411E+12,,,,,
III466,PATANJALI KESH KANTI SHIKAKAI SHAMPOO,Patanjali,43374,95,,,,8.90411E+12,,,,,
III466,PATANJALI KESH KANTI SHIKAKAI SHAMPOO,Patanjali,43374,95,,,,8.90411E+12,,,,,
II8882,PATANJALI KHATTI MEETHI CHUTNEY,Patanjali,42887,55,,,,8.90411E+12,,,,,
I01348,PATANJALI KHUS SHARBAT 750ML,Patanjali,42856,100,,,,8.90411E+12,,,,,
72985,PATANJALI LAUKI AMLA JUICE 1ML,Patanjali,42917,90,,,,8.90411E+12,,,,,
72985,PATANJALI LAUKI AMLA JUICE 1ML,Patanjali,43800,90,,,,8.90411E+12,,,,,
II8878,PATANJALI LEMON BODY CLEANSER,Patanjali,43405,45,,,,8.90411E+12,,,,,
II8878,PATANJALI LEMON BODY CLEANSER,Patanjali,43282,45,,,,8.90411E+12,,,,,
FIA005,PATANJALI LEMON HONEY FACE WASH 60GM,Patanjali,43435,45,,,,8.90411E+12,,,,,
FIA005,PATANJALI LEMON HONEY FACE WASH 60GM,Patanjali,43344,45,,,,8.90411E+12,,,,,
II8885,PATANJALI LEMON HONEY KANTI SOAP,Patanjali,43466,19,,,,8.90411E+12,,,,,
II8885,PATANJALI LEMON HONEY KANTI SOAP,Patanjali,43313,19,,,,8.90411E+12,,,,,
I14145,PATANJALI LEMON SQUASH 750ML,Patanjali,43800,75,,,,8.90411E+12,,,,,
I14145,PATANJALI LEMON SQUASH 750ML,Patanjali,42887,75,,,,8.90411E+12,,,,,
I14104,PATANJALI LIP BALM,Patanjali,43466,25,,,,8.90411E+12,,,,,
I14463,PATANJALI LITCHI JUICE 65ML,Patanjali,43800,5,,,,8.90411E+12,,,,,
II8875,PATANJALI LITCHI PURE HONEY 500GM,Patanjali,44896,155,,,,8.90411E+12,,,,,
137221,PATANJALI MALKA MASUR DAL 500GM,Patanjali,42856,54,,,,8.90411E+12,,,,,
I14089,PATANJALI MANGO JUICE 1LTR,Patanjali,42826,85,,,,8.90411E+12,,,,,
,PATANJALI MANGO PANNA 650 ML,Patanjali,,80,,,,8.90411E+12,,,,,
I14089,PATANJALI MANGO JUICE 1LTR,Patanjali,42736,50,,,,8.90411E+12,,,,,
I06116,PATANJALI MARIE BISCUITS 120GM,Patanjali,43800,12,,,,8.90235E+12,,,,,
I14084,PATANJALI MARIE BISCUITS 300GM,Patanjali,42887,30,,,,8.90235E+12,,,,,
I18205,PATANJALI MASALA OATS,Patanjali,43435,15,,,,8.90411E+12,,,,,
I15725,PATANJALI MASALA OATS 200GM,Patanjali,43009,59,,,,8.90411E+12,,,,,
I15725,PATANJALI MASALA OATS 200GM,Patanjali,43800,59,,,,8.90411E+12,,,,,
I18124,PATANJALI MASALA OATS 400GM,Patanjali,43009,110,,,,8.90411E+12,,,,,
I18559,PATANJALI METHI ATTA  1KG,Patanjali,42887,90,,,,8.90411E+12,,,,,
,PATANJALI WHOLE WHEAT ATTA  2KG,Patanjali,,80,,,,8.90411E+12,,,,,
,PATANJALI WHOLE WHEAT ATTA  5KG,Patanjali,,180,,,,8.90411E+12,,,,,
,PATANJALI WHOLE WHEAT ATTA  10 KG,Patanjali,,330,,,,8.90411E+12,,,,,
I01378,PATANJALI MINT TULSI SOAP,Patanjali,43191,24,,,,8.90411E+12,,,,,
I01378,PATANJALI MINT TULSI SOAP,Patanjali,43191,24,,,,8.90411E+12,,,,,
I16572,PATANJALI MISSI ATTA 1KG,Patanjali,42887,65,,,,8.90411E+12,,,,,
I16572,PATANJALI SHARBATI ATTA 1KG,Patanjali,43800,45,,,,8.90411E+12,,,,,
PO0104,PATANJALI MIX DAL 1KG,Patanjali,42856,130,,,,8.90411E+12,,,,,
PO191,PATANJALI MIX DAL 500GM,Patanjali,42856,66,,,,8.90411E+12,,,,,
PO191,PATANJALI MIX DAL 500GM,Patanjali,42767,66,,,,8.90411E+12,,,,,
LI318,PATANJALI MIX FRUIT JUICE 1000ML,Patanjali,42856,85,,,,8.90411E+12,,,,,
I02673,PATANJALI MIXED FRUIT JAM,Patanjali,43070,70,,,,8.90411E+12,,,,,
I02673,PATANJALI MIXED FRUIT JAM,Patanjali,43617,70,,,,8.90411E+12,,,,,
I01384,PATANJALI MOGRA SOAP,Patanjali,43282,25,,,,8.90411E+12,,,,,
I14100,PATANJALI MOISTURIZER 50GM,Patanjali,43466,75,,,,8.90411E+12,,,,,
I14100,PATANJALI MOISTURIZER 50GM,Patanjali,43374,75,,,,8.90411E+12,,,,,
53210,PATANJALI MOONG DAL CHILKA,Patanjali,42856,90,,,,8.90411E+12,,,,,
I14726,PATANJALI MOONG DAL CHILKA 500GM,Patanjali,43800,50,,,,8.90411E+12,,,,,
I14726,PATANJALI MOONG DAL CHILKA 500GM,Patanjali,42856,50,,,,8.90411E+12,,,,,
I15798,PATANJALI MOONG DAL DHULI 1KG,Patanjali,43435,96,,,,8.90411E+12,,,,,
I15798,PATANJALI MOONG DAL DHULI 1KG,Patanjali,43800,96,,,,8.90411E+12,,,,,
17890,PATANJALI MOOSLI PAK 200GM,Patanjali,42856,260,,,,8.90411E+12,,,,,
I14821,PATANJALI MUESLI FRUIT & NUT 200GM,Patanjali,42979,90,,,,8.90411E+12,,,,,
I14821,PATANJALI MUESLI FRUIT & NUT 200GM,Patanjali,42887,90,,,,8.90411E+12,,,,,
I14505,PATANJALI MULTANI MITTI FACE PACK 60ML,Patanjali,43160,60,,,,8.90411E+12,,,,,
I14505,PATANJALI MULTANI MITTI FACE PACK 60ML,Patanjali,43160,60,,,,8.90411E+12,,,,,
